temperature,ph,color_score,quality
85.98,5.71,4.03,good
85.26,4.72,9.24,good
84.74,4.9,4.05,bad
90.15,5.68,7.75,excellent
93.09,5.87,8.44,excellent
90.16,5.12,5.19,good
84.72,5.23,8.22,excellent
79.59,5.95,3.67,bad
85.22,4.8,9.36,good
84.07,5.59,1.06,bad
91.34,5.23,7.98,excellent
85.97,5.43,7.29,excellent
73.25,5.52,8.84,good
87.53,5.35,6.73,excellent
83.09,5.17,3.95,average
88.38,5.25,6.13,excellent
92.97,5.95,5.31,good
84.51,5.7,9.03,excellent
88.99,6.28,4.88,average
83.11,5.93,9.72,excellent
83.25,5.99,7.79,good
81.68,5.51,1.24,bad
82.67,4.91,1.06,bad
88.47,4.71,7.38,good
89.5,4.32,5.82,bad
84.84,5.39,3.64,good
87.93,5.16,8.77,excellent
86.25,5.76,1.79,average
86.37,4.6,6.92,average
79.47,6.34,2.18,bad
81.77,5.88,8.56,good
86.11,5.19,3.46,average
89.1,5.54,5.94,excellent
82.45,5.39,6.2,good
88.55,5.65,3.12,good
88.44,4.06,5.65,bad
84.74,5.41,5.3,good
80.06,7.21,8.27,bad
91.01,5.58,3.48,good
81.02,5.48,4.69,good
86.6,5.97,2.68,bad
83.74,4.79,7.34,average
89.35,5.42,7.49,excellent
71.9,5.96,1.05,bad
87.51,5.14,6.13,good
91.58,6.14,1.33,bad
85.17,5.1,1.54,bad
86.9,5.46,9.62,excellent
79.35,4.89,2.95,bad
83.76,5.2,8.65,excellent
79.38,5.59,8.42,excellent
87.59,6.38,1.98,bad
85.8,5.77,2.31,average
79.08,5.29,5.58,average
93.99,4.82,2.31,average
86.4,5.14,9.38,excellent
82.77,6.63,1.37,bad
90.6,5.53,8.23,excellent
77.6,5.51,4.38,average
89.11,5.34,9.94,excellent
86.68,6.04,7.51,good
83.17,4.95,8.11,good
79.23,5.05,5.48,average
77.28,5.15,6.29,average
80.91,5.24,7.07,good
92.79,5.54,6.86,excellent
77.09,6.04,1.53,bad
86.84,5.04,5.28,average
77.48,4.58,5.89,bad
91.38,5.77,4.65,good
85.6,6.08,1.2,bad
79.4,5.34,7.31,good
84.77,5.47,1.19,average
76.9,5.19,2.48,bad
85.68,4.74,3.86,bad
74.75,4.78,3.21,bad
87.4,5.44,4.0,good
77.84,6.35,3.21,bad
81.85,5.81,8.93,excellent
83.65,4.88,9.05,good
90.81,4.93,8.61,excellent
86.93,5.81,1.53,bad
86.58,6.29,7.4,average
89.58,5.02,7.67,excellent
88.91,5.83,1.06,bad
84.79,5.71,9.71,excellent
84.31,5.86,6.57,good
90.7,5.28,7.03,excellent
73.11,5.19,4.86,bad
88.36,5.12,9.71,excellent
80.14,5.65,9.57,excellent
89.97,4.9,3.96,average
88.11,6.02,4.35,average
90.4,4.59,1.91,bad
87.51,5.97,6.72,good
84.54,5.3,6.01,good
75.63,5.49,8.77,excellent
78.78,5.54,9.05,excellent
78.88,5.07,8.05,good
81.9,5.15,3.85,average
83.96,5.39,7.49,excellent
94.24,5.45,5.49,excellent
86.84,5.25,3.06,average
84.5,5.33,3.78,average
76.42,6.04,1.63,bad
91.01,6.65,5.85,bad
98.1,5.88,5.47,excellent
78.72,5.57,6.97,good
81.51,6.42,6.42,bad
88.19,5.55,6.95,excellent
86.05,6.97,5.99,bad
82.82,5.37,4.25,average
83.07,5.03,4.63,average
82.18,4.94,2.46,bad
81.64,6.23,7.17,average
84.37,5.16,5.78,good
82.98,5.63,1.46,bad
85.46,6.42,7.37,average
85.33,5.59,2.5,average
83.12,5.47,2.19,average
92.0,4.91,2.62,average
81.96,4.79,5.88,bad
79.08,5.59,8.21,excellent
75.98,6.22,8.65,average
79.44,6.55,5.92,bad
84.88,5.62,5.87,good
79.84,5.55,9.37,excellent
81.33,5.97,7.42,good
81.92,4.93,4.09,bad
80.43,5.15,3.1,bad
83.4,4.48,4.11,bad
81.45,5.52,2.73,average
88.97,5.81,9.46,excellent
84.95,5.15,5.28,good
82.42,5.92,2.51,bad
79.47,6.09,3.49,bad
85.2,5.77,1.7,bad
78.73,5.49,1.6,bad
79.26,4.57,9.27,average
81.12,5.25,1.81,bad
84.08,6.0,4.41,average
96.62,5.7,3.4,excellent
89.91,5.13,1.63,average
90.85,5.53,2.75,good
79.6,6.03,6.97,average
81.17,6.03,7.25,average
88.6,5.14,2.94,average
83.9,5.38,4.49,good
88.53,4.47,7.0,average
76.14,5.42,5.7,average
98.52,5.94,1.19,average
86.51,5.88,3.55,average
76.97,5.84,8.38,good
85.74,5.38,4.14,good
78.11,5.39,2.8,bad
89.84,5.26,6.07,excellent
81.84,5.03,2.06,bad
86.09,6.04,6.87,good
83.9,5.71,9.13,excellent
90.29,4.73,4.31,average
94.71,6.06,1.73,average
75.01,6.19,6.85,bad
78.1,4.98,7.95,average
87.4,5.52,1.63,average
83.46,5.48,4.49,good
80.87,5.1,8.78,good
85.84,4.88,3.33,bad
80.46,5.3,5.72,average
89.92,6.22,9.53,excellent
84.28,5.92,2.68,bad
81.77,6.04,2.32,bad
90.94,5.3,5.75,excellent
89.38,5.52,9.99,excellent
80.32,4.39,2.51,bad
82.75,5.86,6.86,good
95.8,4.46,7.19,good
83.06,4.86,5.65,average
80.66,6.06,1.81,bad
86.2,4.66,9.07,good
86.83,4.04,8.3,bad
87.61,4.94,4.3,average
86.81,6.35,3.27,bad
78.32,5.06,9.83,good
90.41,5.09,3.83,good
78.26,4.57,2.34,bad
82.22,5.85,1.87,bad
87.13,5.65,2.53,average
90.18,5.4,6.58,excellent
87.96,5.25,8.75,excellent
83.77,6.01,4.43,average
79.26,5.53,4.22,average
78.55,5.27,2.3,bad
84.38,5.11,4.64,average
82.71,5.48,8.23,excellent
83.77,5.11,5.61,average
93.81,5.8,8.43,excellent
79.43,5.97,8.2,good
90.61,5.63,9.69,excellent
87.97,5.3,1.56,average
93.04,6.14,2.84,average
88.0,5.33,8.11,excellent
92.19,6.3,9.39,excellent
93.72,5.73,7.0,excellent
84.95,5.66,5.87,good
82.88,6.26,2.8,bad
83.07,4.83,4.36,bad
97.2,5.59,3.88,excellent
80.59,6.43,6.44,bad
80.42,5.04,2.06,bad
83.55,5.27,2.12,bad
96.05,5.78,6.8,excellent
85.93,5.02,1.1,bad
82.16,5.7,5.97,good
81.7,4.71,8.33,average
84.24,6.04,3.9,bad
87.09,5.13,3.16,average
88.78,5.98,4.77,average
83.28,5.17,6.98,good
84.43,6.2,4.45,bad
82.14,5.41,5.81,good
80.22,5.38,4.96,average
79.86,5.45,9.69,excellent
94.45,5.68,4.23,excellent
88.99,6.08,3.7,average
84.02,5.24,1.35,bad
72.8,4.62,4.16,bad
95.95,5.41,9.42,excellent
81.25,5.98,4.68,bad
78.5,5.93,6.84,average
93.51,5.73,4.45,excellent
88.17,6.1,7.39,good
80.52,5.47,4.5,average
83.44,5.02,9.58,excellent
87.0,5.41,6.59,excellent
76.12,6.01,1.41,bad
81.65,4.34,9.98,average
78.53,4.57,1.58,bad
89.36,5.52,3.21,good
82.54,5.97,2.59,bad
80.94,4.79,8.08,average
89.36,5.17,1.67,average
82.27,6.39,8.57,average
93.44,6.16,5.74,good
87.11,4.69,3.29,bad
88.23,5.52,4.36,good
84.53,6.76,9.87,average
78.17,5.22,3.57,bad
83.93,5.44,9.13,excellent
86.54,5.99,1.21,bad
82.0,5.45,1.17,bad
91.52,4.31,6.05,bad
87.05,6.02,9.52,excellent
84.92,5.05,8.33,good
79.9,6.27,3.83,bad
81.54,5.9,5.07,average
88.43,5.3,7.73,excellent
75.41,5.01,3.57,bad
85.26,5.71,5.67,good
80.97,6.23,9.42,good
89.86,6.17,1.94,bad
84.3,6.34,8.43,average
81.48,5.12,3.21,bad
86.98,5.14,4.71,good
93.08,4.47,7.97,good
82.0,5.36,2.9,average
85.94,4.94,6.78,good
84.34,6.01,7.12,good
88.54,5.52,7.7,excellent
86.28,4.98,2.87,bad
89.31,6.09,6.18,good
86.73,5.4,9.08,excellent
89.49,5.02,8.59,excellent
79.76,5.78,8.51,good
85.73,5.93,8.81,excellent
78.88,5.27,6.49,good
87.33,5.54,5.71,excellent
84.91,5.75,5.46,good
92.1,6.43,9.27,excellent
81.05,6.27,2.43,bad
94.33,4.95,2.92,average
91.92,4.97,4.24,good
82.28,5.74,5.72,good
77.91,4.31,7.89,bad
97.99,5.68,7.62,excellent
94.6,4.02,9.01,average
80.81,6.92,7.19,bad
92.76,4.94,9.04,excellent
83.89,6.07,7.42,good
75.33,5.7,5.37,average
90.91,5.61,2.65,good
83.06,4.73,2.31,bad
88.25,5.11,7.44,excellent
81.29,5.2,4.09,average
75.44,5.19,8.96,good
82.56,5.1,9.42,excellent
82.93,5.73,8.32,excellent
74.02,5.93,8.82,average
85.12,6.2,3.37,bad
84.22,5.78,4.43,average
81.59,5.41,2.62,average
95.27,4.87,2.24,average
88.7,5.32,4.19,good
89.88,5.71,4.66,good
82.94,5.97,9.26,excellent
75.12,5.34,8.37,good
78.84,5.34,7.41,good
88.96,5.75,1.39,average
84.99,4.66,4.3,bad
84.11,5.58,5.01,good
94.41,6.43,1.32,bad
89.94,6.76,1.27,bad
82.15,5.12,1.53,bad
86.47,5.59,5.42,good
88.67,5.57,3.11,good
90.91,5.72,8.82,excellent
91.75,5.66,4.65,excellent
82.82,5.62,8.76,excellent
84.76,4.89,9.47,good
81.71,5.21,3.83,average
79.51,5.52,4.87,good
79.4,4.65,8.19,average
101.22,5.97,8.62,excellent
83.14,5.89,6.6,good
92.57,5.35,5.17,excellent
89.54,5.66,7.5,excellent
86.52,5.68,7.39,excellent
81.74,4.95,6.26,average
87.47,4.91,9.93,excellent
80.06,4.76,6.58,bad
85.09,5.56,5.53,good
76.16,4.91,5.35,bad
82.24,5.71,6.37,good
89.38,5.02,8.43,excellent
87.18,5.78,8.22,excellent
86.83,5.19,1.93,average
83.67,5.87,8.39,excellent
76.48,6.31,4.03,bad
80.91,6.42,3.65,bad
87.51,5.28,7.11,excellent
82.58,5.66,4.53,average
80.8,6.67,8.13,bad
85.36,5.86,2.24,bad
83.96,5.55,8.12,excellent
79.82,5.77,7.91,good
85.99,5.44,3.52,good
84.59,5.82,9.25,excellent
82.08,5.83,6.18,good
93.84,4.51,7.0,good
80.74,5.65,8.95,excellent
76.67,5.03,4.79,bad
84.59,5.11,3.66,average
88.23,5.02,2.81,average
82.1,5.21,8.94,excellent
88.28,6.11,1.92,bad
87.5,5.44,2.0,average
85.72,5.78,6.2,good
89.76,5.29,5.46,excellent
95.44,6.08,4.68,good
77.23,4.88,8.91,average
88.8,5.22,7.21,excellent
88.66,5.36,3.27,good
75.83,5.15,1.11,bad
76.45,5.63,9.27,excellent
85.82,4.92,1.44,bad
93.18,5.41,4.64,excellent
87.4,6.1,5.68,average
93.15,4.22,6.44,average
86.71,4.89,8.35,good
86.76,5.96,6.24,good
83.8,5.3,4.9,good
77.58,5.26,9.0,good
87.12,5.33,2.07,average
82.35,5.14,4.2,average
89.94,5.15,2.89,average
89.15,5.7,4.75,good
78.94,5.42,3.49,average
80.34,5.2,5.9,average
81.96,6.02,6.29,average
87.66,5.26,5.85,good
76.37,6.47,3.58,bad
90.44,5.67,3.05,good
84.84,6.4,6.67,average
89.62,4.61,5.17,average
91.85,5.95,1.7,average
75.1,6.13,9.25,average
83.19,5.41,7.32,excellent
92.07,6.7,1.13,bad
84.9,5.94,1.0,bad
79.59,5.93,4.93,bad
79.8,5.66,6.84,good
85.49,5.28,7.84,excellent
83.46,5.17,7.91,good
80.36,5.25,3.32,bad
91.0,5.42,1.78,good
77.14,5.62,9.78,excellent
87.96,5.29,4.99,good
90.74,5.73,8.3,excellent
80.77,5.56,6.9,good
85.95,5.93,1.29,bad
91.97,6.09,5.45,good
78.28,6.22,6.71,bad
86.83,5.89,3.42,average
97.9,5.43,2.28,excellent
82.87,4.83,9.11,good
89.81,5.32,7.03,excellent
86.05,4.8,6.1,average
80.74,6.1,5.86,average
87.9,5.52,7.85,excellent
84.48,6.09,2.43,bad
92.87,5.01,6.79,excellent
80.18,5.57,1.39,bad
80.91,5.2,8.86,excellent
70.28,6.01,6.96,bad
96.97,6.11,6.19,excellent
83.83,5.27,7.0,good
83.39,6.31,1.82,bad
83.18,5.28,4.83,average
86.84,5.02,8.05,excellent
86.57,5.89,2.04,bad
87.58,5.62,2.33,average
90.22,5.51,6.01,excellent
80.81,6.34,7.71,average
83.9,5.41,4.38,good
84.71,5.46,7.44,excellent
83.26,5.32,6.64,good
81.2,5.84,9.58,excellent
92.66,4.84,7.19,good
77.89,5.57,9.53,excellent
80.82,5.96,2.22,bad
80.45,4.84,2.39,bad
78.34,5.11,6.84,average
77.75,5.42,1.57,bad
85.28,5.97,5.42,average
85.97,5.03,4.82,average
83.98,6.07,5.51,average
79.85,6.09,9.22,good
91.88,6.24,7.62,good
88.18,5.36,7.0,excellent
85.16,6.46,3.58,bad
83.47,5.59,5.68,good
85.39,5.62,3.64,good
88.09,5.85,3.53,average
85.63,6.17,9.74,excellent
82.65,5.07,4.14,average
77.16,5.52,3.07,average
87.37,4.93,6.94,good
84.55,4.66,9.5,good
85.35,6.06,1.31,bad
84.58,5.51,8.88,excellent
95.27,5.35,6.02,excellent
84.06,6.01,8.25,good
82.98,6.0,6.39,average
83.68,5.19,2.96,average
92.53,5.53,2.63,good
91.31,6.62,3.32,bad
90.2,5.76,2.68,average
78.26,4.38,2.96,bad
77.0,4.93,6.31,bad
93.06,5.46,4.68,excellent
71.3,5.79,7.34,average
81.58,5.38,4.0,average
91.18,5.9,4.68,good
80.45,5.72,6.66,good
85.33,6.84,7.38,bad
87.68,5.17,7.04,excellent
88.99,5.28,5.8,excellent
84.95,4.76,3.79,bad
84.08,5.37,5.98,good
82.1,6.41,8.78,average
83.06,5.05,6.76,good
90.83,5.6,3.36,good
86.28,5.33,6.43,excellent
91.8,5.87,7.21,excellent
84.12,5.9,7.79,good
87.97,6.44,7.73,average
79.77,4.06,4.02,bad
84.2,6.29,7.96,average
86.35,6.41,5.19,bad
77.53,5.62,5.95,average
79.12,5.61,1.81,bad
89.16,5.24,1.22,average
84.83,5.34,1.26,bad
88.05,5.02,1.44,bad
84.26,5.85,7.02,good
82.81,5.63,6.92,good
91.47,4.76,5.46,average
91.82,5.48,3.24,good
88.34,5.87,5.97,good
89.51,6.19,5.32,average
82.0,5.46,1.31,bad
90.29,6.05,5.74,good
86.34,4.79,9.99,excellent
81.41,6.19,2.8,bad
82.64,6.14,3.52,bad
70.64,6.18,6.82,bad
84.37,6.15,6.31,average
93.5,5.51,3.88,excellent
89.46,5.93,5.77,good
91.22,5.45,1.08,average
88.49,5.88,3.45,average
81.94,5.55,7.02,excellent
85.14,5.38,5.66,good
81.96,4.71,4.59,bad
88.64,5.89,5.01,good
89.88,4.78,4.98,average
77.81,5.56,6.66,good
81.94,5.47,1.68,average
85.85,6.0,4.88,average
74.73,5.65,2.13,bad
87.93,5.35,4.69,good
85.63,5.06,9.29,excellent
88.5,5.54,6.77,excellent
88.55,5.7,7.08,excellent
75.54,5.04,4.32,bad
91.65,5.01,7.35,excellent
82.42,5.38,4.84,good
82.08,4.69,8.41,average
77.85,5.4,8.7,excellent
85.36,5.62,4.1,good
91.11,6.16,1.32,bad
89.41,6.17,8.56,excellent
84.14,5.12,5.49,average
81.55,5.44,8.68,excellent
91.09,5.26,4.65,good
78.82,5.84,3.47,bad
75.36,6.13,1.8,bad
86.69,5.86,9.72,excellent
79.73,5.33,9.44,excellent
83.31,5.16,1.23,bad
92.99,5.33,4.21,excellent
88.15,6.08,4.68,average
82.39,5.64,5.62,good
98.8,5.14,4.03,excellent
87.54,5.74,3.51,average
91.48,6.24,5.84,good
97.3,5.23,4.86,excellent
85.35,5.25,8.45,excellent
85.81,5.82,9.44,excellent
85.43,5.02,4.65,average
81.6,5.08,9.91,excellent
81.22,4.41,1.4,bad
90.93,4.95,7.19,excellent
79.12,5.3,7.28,good
86.01,5.91,3.7,average
83.83,4.71,7.97,average
79.42,5.87,8.92,good
90.29,5.29,7.32,excellent
78.44,6.19,6.34,bad
80.86,5.47,5.59,good
84.95,5.22,6.8,good
82.56,5.75,1.91,bad
89.24,6.23,6.89,good
90.52,6.08,8.74,excellent
86.18,4.84,9.59,excellent
86.48,5.3,4.57,good
91.42,5.09,7.67,excellent
83.3,4.66,5.8,bad
83.15,5.52,8.14,excellent
92.64,5.72,5.6,excellent
90.13,5.87,5.44,good
83.73,6.55,6.66,bad
78.22,5.51,1.69,bad
92.1,5.36,4.04,excellent
91.41,5.02,4.68,good
82.23,5.52,1.35,average
83.54,5.83,1.91,bad
84.09,5.3,2.72,average
89.66,5.49,6.98,excellent
87.1,5.34,2.25,average
91.01,4.98,3.33,average
80.83,5.61,7.08,good
95.31,5.4,5.38,excellent
93.39,5.67,2.5,good
79.59,5.98,1.0,bad
84.71,4.72,6.01,average
84.66,4.84,5.42,average
95.93,5.95,9.0,excellent
83.75,4.91,3.68,bad
85.09,5.28,3.94,average
79.33,5.37,5.0,average
86.69,5.07,1.13,bad
75.98,6.55,6.65,bad
87.38,5.68,4.97,good
81.05,5.9,9.15,good
80.77,5.1,7.2,good
87.55,5.12,7.16,excellent
97.95,5.99,4.01,good
84.31,5.35,9.87,excellent
83.53,5.06,7.48,good
84.36,4.94,6.08,average
78.71,4.71,1.1,bad
85.98,5.32,5.22,good
77.24,5.78,9.86,excellent
84.86,5.35,6.32,good
92.88,5.67,7.36,excellent
81.04,6.34,3.68,bad
81.86,5.48,9.54,excellent
91.0,5.48,9.44,excellent
83.2,4.37,9.54,average
79.55,5.67,1.74,bad
81.86,4.72,5.41,bad
78.02,5.01,1.24,bad
78.77,5.2,7.63,good
87.71,5.56,4.87,good
87.58,5.19,6.46,good
86.69,4.8,1.72,bad
88.4,6.11,4.44,average
82.98,5.53,6.5,excellent
81.55,6.53,1.2,bad
85.8,5.18,2.86,average
94.48,4.72,9.0,excellent
88.83,5.63,1.19,average
89.49,4.47,8.13,average
85.54,5.97,9.36,excellent
85.9,6.01,3.09,bad
79.05,4.78,5.82,bad
86.82,5.34,4.85,good
79.41,5.53,5.46,good
80.11,5.73,9.58,excellent
85.41,4.8,5.71,average
90.15,5.73,7.85,excellent
90.9,6.11,6.4,good
80.69,5.71,1.99,bad
81.65,5.5,4.87,good
91.65,5.9,4.62,good
79.33,5.13,8.76,good
86.67,5.69,7.53,excellent
86.19,6.05,6.35,good
87.93,5.09,3.53,average
86.46,4.87,6.27,average
83.5,5.28,3.65,average
95.92,6.39,3.24,average
87.14,5.85,7.83,excellent
91.87,6.0,6.48,excellent
77.44,6.21,1.59,bad
83.86,5.66,8.35,excellent
86.04,4.84,4.91,average
84.72,5.72,8.14,excellent
90.05,6.06,4.46,average
88.44,5.65,8.05,excellent
86.79,5.55,5.2,excellent
88.16,5.23,9.77,excellent
89.84,5.35,3.94,good
97.86,6.08,1.35,average
92.1,5.47,6.75,excellent
83.34,6.59,9.69,average
86.29,5.81,9.42,excellent
83.07,5.88,6.94,good
89.79,5.16,5.68,good
80.48,5.52,1.1,bad
84.26,6.26,6.85,average
86.17,4.88,5.49,average
88.13,5.08,7.22,excellent
84.81,5.13,6.93,good
89.59,5.88,8.81,excellent
89.49,5.33,3.43,good
89.45,5.83,7.97,excellent
82.68,6.06,5.17,average
85.55,5.69,8.59,excellent
82.7,5.03,1.09,bad
86.51,5.45,6.41,excellent
78.18,5.9,6.6,average
81.85,4.92,2.11,bad
88.18,5.13,7.81,excellent
87.5,5.08,2.62,average
90.26,5.61,9.25,excellent
82.88,4.91,5.94,average
83.22,5.37,8.36,excellent
86.84,5.77,5.3,good
86.48,6.46,4.11,bad
85.75,5.07,2.43,bad
97.63,5.07,3.02,good
81.07,5.18,8.98,excellent
89.02,5.84,4.87,good
85.91,5.53,9.92,excellent
91.23,5.88,9.24,excellent
91.65,4.87,8.35,excellent
82.02,6.37,3.4,bad
75.67,4.8,6.38,bad
87.48,6.36,6.59,average
77.6,6.12,9.82,good
93.02,5.74,1.91,good
77.62,5.4,7.1,good
89.68,5.42,8.57,excellent
83.88,5.24,4.26,average
82.41,5.32,8.37,excellent
85.98,6.49,4.49,bad
88.73,5.36,5.84,excellent
95.5,5.53,3.74,excellent
85.12,5.53,2.14,average
82.04,6.47,8.73,average
82.13,6.33,3.65,bad
79.24,5.1,8.61,good
84.6,5.81,4.65,average
84.66,5.77,7.97,excellent
89.57,5.09,2.85,average
79.92,4.2,8.22,bad
80.54,5.87,6.44,average
82.15,5.38,4.59,average
90.18,5.34,8.84,excellent
76.07,5.18,2.28,bad
87.49,5.39,6.03,excellent
78.69,6.18,8.78,average
83.99,5.75,2.13,bad
91.77,5.62,1.27,average
80.38,5.16,8.35,good
85.6,4.79,4.99,average
89.85,4.76,4.38,average
86.4,6.19,3.67,bad
89.66,5.56,1.03,average
86.86,5.31,3.11,average
76.56,4.9,8.33,average
87.38,6.26,8.46,good
83.65,5.75,4.78,average
83.49,5.56,9.35,excellent
83.56,5.18,8.21,excellent
80.92,5.36,2.5,bad
89.36,6.24,6.52,good
91.09,4.92,2.43,average
83.41,5.81,6.78,good
83.93,5.2,1.12,bad
76.22,5.68,8.54,good
84.22,4.88,3.99,bad
77.61,5.16,5.89,average
70.43,5.47,3.73,bad
90.5,4.57,9.61,good
79.88,5.34,6.43,good
76.28,5.69,7.63,good
85.0,4.97,3.85,bad
86.56,5.48,3.58,good
81.04,5.34,1.67,bad
90.82,5.57,1.5,good
82.93,6.11,4.2,bad
80.95,4.98,7.64,average
78.26,5.51,5.59,good
84.61,5.82,3.34,average
87.91,5.87,5.39,good
77.19,5.3,2.1,bad
84.06,5.53,7.41,excellent
74.36,5.13,1.13,bad
75.66,5.4,5.04,average
84.56,5.57,1.78,average
84.76,5.77,1.3,bad
80.99,6.02,6.65,average
83.24,6.31,8.64,average
80.55,5.06,1.69,bad
93.27,5.65,2.35,good
76.24,5.09,5.35,bad
88.25,5.84,6.3,good
86.2,5.35,3.19,average
81.84,4.61,2.69,bad
81.29,5.52,4.48,good
96.16,4.89,3.16,average
87.41,5.62,1.78,average
88.33,5.8,8.22,excellent
84.35,6.53,5.53,bad
79.95,5.93,4.17,bad
73.91,6.24,9.79,average
81.85,6.21,2.07,bad
86.4,5.21,8.34,excellent
81.93,6.26,4.75,bad
79.89,5.84,2.06,bad
82.42,4.38,4.63,bad
84.82,5.66,1.96,average
85.73,5.51,4.35,good
83.86,5.58,5.65,good
84.68,5.75,1.25,bad
78.13,4.93,7.83,average
78.27,5.27,5.41,average
81.94,5.01,5.63,average
77.55,5.44,7.62,good
93.16,5.73,9.29,excellent
86.61,5.94,4.59,average
95.38,5.81,5.34,excellent
84.3,5.76,3.43,average
78.62,5.72,3.62,bad
86.47,5.54,2.1,average
91.61,6.17,4.65,average
85.1,5.59,1.32,average
88.11,5.94,6.76,good
87.94,5.75,6.92,excellent
84.68,4.21,4.45,bad
82.12,6.43,6.64,bad
84.49,5.66,9.41,excellent
84.25,5.83,8.4,excellent
88.01,5.93,4.94,good
81.41,5.84,7.25,good
83.57,5.55,2.56,average
91.03,6.54,2.18,bad
81.15,5.6,5.49,good
85.77,5.38,9.89,excellent
89.2,6.66,9.91,good
88.77,6.27,8.94,good
85.28,6.08,5.48,average
81.02,4.24,8.46,bad
72.53,5.06,5.94,bad
86.42,4.78,9.11,good
82.44,5.36,7.82,excellent
82.68,5.76,2.07,bad
86.27,5.9,7.25,good
85.17,5.61,8.5,excellent
84.26,6.91,1.96,bad
85.04,5.61,5.92,good
86.32,5.79,9.66,excellent
86.73,6.04,1.67,bad
78.58,5.18,9.65,good
81.18,5.61,1.35,bad
93.22,5.68,9.75,excellent
88.49,5.68,3.17,good
87.2,5.81,3.79,average
87.78,5.43,6.17,excellent
82.87,5.51,9.33,excellent
83.46,5.08,7.54,good
70.84,6.04,1.04,bad
83.58,5.49,2.11,average
83.23,5.08,3.93,average
83.91,5.33,8.32,excellent
88.12,5.49,2.98,good
83.65,5.89,6.73,good
88.88,5.42,1.29,average
87.68,5.14,6.22,good
82.32,5.79,3.32,average
75.74,5.06,4.85,bad
83.77,5.92,8.26,good
84.35,5.75,1.57,bad
75.79,5.27,4.12,bad
84.02,6.23,1.83,bad
89.23,6.0,5.55,good
83.82,5.27,1.62,bad
86.08,6.13,3.96,bad
83.43,5.7,2.07,bad
89.31,5.96,9.14,excellent
90.72,6.17,9.12,excellent
82.67,5.49,5.94,good
87.11,5.88,3.92,average
83.33,5.27,3.7,average
80.83,5.18,2.81,bad
89.03,5.28,5.91,excellent
83.4,4.83,4.81,bad
89.89,5.57,3.75,good
84.23,5.32,8.93,excellent
89.47,6.61,5.22,bad
79.04,5.75,4.45,average
81.66,5.24,2.14,bad
87.02,5.23,1.01,bad
83.92,5.26,7.71,excellent
83.75,5.78,8.07,excellent
85.0,4.96,9.4,excellent
69.96,5.55,6.12,average
91.83,5.74,9.11,excellent
81.49,5.03,3.84,bad
78.05,4.53,4.43,bad
87.48,4.88,7.24,good
79.1,5.86,7.74,good
83.69,5.35,4.13,average
83.82,5.4,6.01,good
78.95,5.97,9.2,good
91.51,5.69,9.04,excellent
82.82,5.24,4.32,average
83.0,5.34,1.61,bad
77.88,5.04,5.1,bad
92.84,5.5,1.0,good
86.68,5.56,4.51,good
85.43,5.75,5.5,good
91.64,5.39,7.93,excellent
88.15,5.75,9.31,excellent
85.49,4.98,1.67,bad
84.25,5.25,6.78,good
86.14,6.15,6.9,good
83.86,5.69,5.92,good
83.65,5.27,5.44,good
80.71,5.61,8.17,excellent
76.27,5.19,1.69,bad
91.33,5.84,2.75,average
94.08,5.78,9.56,excellent
76.62,6.57,9.06,bad
85.79,6.89,8.03,bad
70.73,5.44,4.49,bad
82.34,4.58,7.28,bad
81.96,6.44,7.83,average
83.88,5.17,6.23,good
88.12,5.52,9.59,excellent
78.17,5.4,1.35,bad
93.35,5.2,3.07,good
86.48,5.63,9.29,excellent
74.24,5.56,2.98,bad
85.7,5.23,4.12,average
88.21,5.45,8.33,excellent
87.37,5.28,1.51,average
78.65,5.97,8.16,good
80.11,5.28,4.76,average
71.75,5.53,3.26,bad
85.88,4.96,6.94,good
84.65,4.92,9.87,excellent
81.5,5.16,7.83,good
87.25,5.48,6.07,excellent
89.88,5.6,4.76,excellent
84.35,5.8,4.21,average
89.14,7.07,3.78,bad
90.45,5.79,8.29,excellent
92.58,5.78,9.23,excellent
81.77,5.38,5.09,good
88.27,5.4,9.63,excellent
87.86,5.36,2.68,average
84.02,5.07,6.07,average
89.12,5.38,2.88,good
94.49,4.98,7.14,excellent
83.92,5.14,7.8,good
83.22,5.44,1.27,bad
91.39,5.87,8.22,excellent
85.92,5.29,2.66,average
74.75,6.26,6.22,bad
90.38,6.66,2.18,bad
71.63,6.28,2.63,bad
89.26,6.4,3.75,bad
79.65,6.16,1.08,bad
83.81,5.0,9.42,excellent
73.04,5.15,6.3,bad
75.16,5.08,1.77,bad
89.93,5.27,9.06,excellent
82.7,5.78,6.39,good
87.08,5.58,4.75,good
81.23,5.17,3.1,bad
80.81,5.56,2.17,average
80.25,5.21,6.57,good
76.22,5.68,6.99,good
84.8,5.34,7.42,excellent
92.62,5.51,9.85,excellent
85.61,5.17,9.23,excellent
83.21,5.78,7.6,good
96.45,5.01,1.86,average
75.05,4.61,2.15,bad
72.88,5.21,6.08,bad
80.96,5.43,2.58,average
89.79,5.32,6.87,excellent
87.93,5.36,8.2,excellent
90.36,5.62,1.36,average
85.7,5.98,2.83,bad
86.48,4.76,1.87,bad
88.49,5.24,4.83,good
92.6,4.99,5.35,good
73.94,5.72,5.1,bad
76.26,4.9,8.96,average
82.77,4.81,5.63,average
84.57,5.59,5.74,good
86.25,5.88,7.61,excellent
77.46,5.38,1.57,bad
95.89,4.93,5.05,good
