temp,humidity,aroma,color,quality
28.27,65.09,849,58,Good
30.72,75.43,1956,172,Average
30.6,68.14,214,191,Average
29.7,47.53,853,73,Average
37.34,58.51,1887,107,Good
34.82,55.76,355,104,Average
33.93,50.43,1683,183,Average
22.5,76.71,477,148,Bad
26.1,55.39,537,122,Good
28.96,85.31,418,199,Bad
23.67,71.43,968,99,Good
33.2,45.67,744,175,Bad
32.65,73.16,617,176,Bad
22.11,71.43,1728,70,Average
28.75,63.1,261,113,Good
30.81,53.98,728,179,Average
39.83,75.81,1652,58,Bad
27.4,81.36,1601,142,Good
32.05,59.35,1402,54,Average
21.71,50.29,880,55,Average
34.94,82.76,650,82,Bad
27.08,73.04,655,160,Average
21.61,61.33,526,63,Bad
33.92,81.08,864,136,Average
38.15,47.73,1702,197,Bad
24.35,63.96,1727,194,Average
24.0,47.38,1541,80,Average
21.4,56.45,1190,103,Good
29.56,76.63,1583,153,Average
30.12,82.42,1589,152,Average
38.16,66.12,1960,165,Average
39.88,89.75,1860,86,Average
23.59,58.92,1400,169,Average
25.05,81.77,1445,133,Good
20.44,68.21,565,177,Bad
29.43,73.35,415,185,Average
37.6,68.06,1470,146,Good
23.98,63.14,1346,93,Good
38.8,78.6,1301,166,Bad
23.6,54.61,1694,147,Good
32.08,84.84,1338,144,Average
36.93,79.48,1636,150,Average
29.24,87.39,1283,70,Average
31.01,77.65,1536,132,Good
24.32,76.87,1788,110,Average
27.75,61.06,300,198,Average
38.09,71.27,1726,71,Average
25.71,82.13,1215,119,Good
21.12,61.53,1530,190,Average
38.96,53.31,1991,115,Good
35.06,63.04,394,120,Average
28.38,68.56,1408,76,Good
31.77,88.11,1633,62,Average
21.41,76.99,1133,156,Bad
38.74,53.48,1161,78,Average
37.39,79.6,1125,140,Average
29.52,74.3,1864,182,Good
31.49,62.74,1635,68,Good
37.21,78.74,1768,196,Bad
32.25,51.38,1172,183,Average
39.51,73.84,576,91,Average
30.96,85.83,644,162,Bad
29.32,87.89,1290,102,Good
36.98,88.2,504,67,Bad
21.74,73.48,1791,111,Good
22.24,41.93,1712,169,Bad
21.71,48.21,676,75,Bad
39.24,62.67,912,76,Average
26.47,71.22,1883,84,Excellent
22.92,85.54,771,118,Bad
29.28,85.98,1365,81,Good
28.91,67.66,1984,150,Excellent
24.05,83.98,791,107,Bad
21.74,50.12,613,127,Average
24.99,73.75,1611,66,Average
30.0,76.64,393,100,Average
26.04,88.2,1604,113,Good
39.07,65.96,1103,80,Good
37.86,70.68,1290,68,Average
21.36,84.67,1565,144,Average
37.5,86.37,279,125,Bad
37.52,48.45,1751,95,Average
33.33,79.48,1497,189,Bad
36.67,62.29,1689,140,Good
26.82,75.79,1973,60,Average
25.7,63.59,1602,95,Excellent
21.37,72.11,1256,144,Good
20.56,41.42,396,54,Bad
26.64,42.35,1887,193,Average
31.75,64.09,1802,73,Good
28.53,60.85,1194,153,Good
35.93,79.6,1872,164,Bad
26.94,57.07,1431,111,Excellent
24.63,46.94,1206,97,Average
35.94,80.02,1656,165,Bad
29.11,47.79,1240,76,Average
37.03,82.1,1114,102,Average
21.61,57.85,1787,110,Good
22.39,43.27,1343,80,Average
36.83,59.55,1558,55,Average
25.96,70.42,915,77,Good
23.6,68.91,1576,98,Good
38.11,54.64,1563,97,Good
33.24,67.33,528,137,Average
33.82,63.97,1540,104,Good
38.27,59.43,1275,81,Good
25.94,57.07,533,117,Good
38.68,64.31,1274,79,Average
38.49,79.45,1385,136,Average
23.76,58.77,1945,129,Good
36.21,71.04,1908,120,Good
33.38,60.19,1452,141,Good
30.02,70.08,689,140,Good
37.48,41.92,842,106,Average
31.04,68.69,865,144,Excellent
36.28,44.44,749,137,Bad
31.62,86.72,1543,174,Average
34.05,85.55,1237,107,Average
31.44,78.28,1664,109,Good
38.73,44.25,1615,183,Bad
23.98,50.64,480,113,Average
37.59,41.73,1590,76,Bad
39.4,56.61,242,155,Bad
38.09,70.32,1257,189,Average
27.7,67.95,1125,196,Good
23.72,77.35,548,81,Bad
37.66,73.56,1714,84,Good
28.25,75.89,441,85,Average
39.42,49.84,1702,138,Average
37.33,42.42,1407,67,Bad
21.1,43.31,1214,55,Bad
28.93,55.65,525,144,Good
39.43,82.16,1314,170,Bad
31.93,50.89,1467,181,Good
21.81,76.91,599,122,Bad
36.69,69.39,1305,60,Average
30.69,70.88,548,56,Average
32.25,56.9,604,160,Bad
34.96,73.45,1804,194,Average
30.14,50.9,1872,131,Excellent
35.07,49.9,1025,191,Bad
39.09,51.07,1995,76,Average
36.72,48.49,1210,65,Bad
36.54,77.5,1166,165,Bad
20.52,59.33,1512,179,Average
35.36,45.66,1713,169,Bad
25.28,74.98,1962,132,Excellent
30.32,84.15,1320,93,Good
35.4,63.87,522,94,Average
25.81,72.78,627,197,Average
21.53,87.59,1555,181,Bad
28.02,55.56,1945,70,Good
25.18,87.49,1570,100,Good
29.33,88.57,420,89,Average
36.25,41.24,1878,161,Bad
37.71,40.18,260,173,Bad
29.51,61.77,285,88,Good
27.86,74.53,1828,76,Good
32.32,69.2,1996,137,Good
24.59,75.11,1581,178,Bad
29.58,41.1,1191,179,Average
26.1,54.71,1064,175,Good
30.84,69.99,1266,111,Excellent
37.45,65.68,635,134,Average
21.92,80.8,1457,152,Bad
21.89,48.52,945,55,Bad
31.49,46.93,1177,151,Average
26.31,57.29,780,151,Average
37.64,76.1,1389,159,Bad
31.56,47.97,929,95,Good
27.33,80.77,360,116,Average
34.05,56.77,526,184,Bad
38.66,50.52,1444,169,Average
37.77,87.13,842,161,Bad
23.63,46.49,1669,118,Average
27.04,58.12,956,151,Good
32.71,40.39,375,53,Bad
29.98,78.8,567,88,Average
30.86,48.96,642,165,Bad
23.17,75.0,767,132,Average
36.2,83.57,1689,54,Bad
25.96,48.19,1474,53,Average
37.33,89.77,1958,83,Average
20.76,46.51,1650,179,Bad
39.7,57.66,414,115,Average
38.93,59.91,1776,58,Average
20.41,42.71,1548,69,Bad
20.15,68.84,1507,103,Good
37.96,40.46,492,188,Bad
37.52,87.28,1220,77,Bad
22.12,69.81,1674,88,Good
34.69,48.46,365,68,Bad
23.98,49.89,1546,107,Average
32.96,57.62,1272,173,Average
21.43,53.91,1845,138,Good
36.36,62.37,1226,123,Good
21.33,74.18,1557,187,Average
22.4,50.71,1641,150,Good
27.72,51.37,1926,137,Excellent
28.68,49.49,1019,68,Average
22.71,57.79,1305,181,Average
28.46,89.58,1862,62,Average
21.82,68.65,546,172,Bad
24.41,42.18,529,182,Bad
20.13,84.46,352,199,Bad
25.01,63.08,235,74,Average
20.37,53.15,662,148,Average
26.62,52.67,467,79,Average
31.89,49.49,1400,65,Average
26.57,65.95,1512,125,Excellent
28.0,88.74,1692,84,Good
33.2,59.21,1482,124,Good
21.53,42.94,1080,164,Bad
39.05,77.34,600,198,Bad
24.89,66.44,1388,85,Good
26.24,77.9,1053,67,Average
23.12,46.48,1923,100,Average
32.28,83.73,835,69,Bad
21.14,41.45,1831,77,Bad
37.03,80.07,1952,74,Bad
26.63,86.5,1541,108,Good
27.19,44.3,1843,71,Average
33.46,54.11,1044,163,Average
22.3,61.3,1796,175,Average
33.25,56.6,1844,161,Average
33.05,88.36,719,150,Bad
21.27,59.3,1447,102,Good
27.61,56.26,486,188,Average
32.57,58.52,1881,194,Average
20.42,79.69,1058,126,Average
32.3,67.95,538,58,Bad
29.63,73.83,373,91,Good
38.3,80.29,1171,129,Average
33.19,74.83,1271,162,Average
35.94,79.64,1424,79,Bad
21.84,50.75,366,81,Average
35.81,58.59,1928,188,Average
23.69,72.52,1650,56,Average
32.56,77.57,677,59,Bad
35.59,40.31,1842,143,Average
38.23,50.28,1509,172,Average
22.15,67.34,398,82,Average
24.39,48.81,648,195,Bad
30.43,76.19,1319,174,Average
37.87,42.57,1182,116,Average
28.35,66.31,1009,105,Excellent
28.87,41.13,1639,70,Average
27.63,62.86,909,122,Excellent
38.06,83.03,1136,186,Bad
20.68,47.24,1132,142,Average
37.4,67.56,1986,127,Good
30.99,85.19,377,148,Average
33.29,76.04,856,167,Bad
33.09,43.28,1805,89,Average
37.17,67.97,957,79,Average
23.6,57.96,1743,119,Good
36.64,66.25,548,141,Average
32.42,75.25,1042,64,Bad
29.43,46.98,690,57,Bad
25.03,72.73,734,135,Good
22.62,73.49,1448,191,Average
25.63,79.17,1613,157,Average
22.16,47.06,1548,146,Average
39.54,61.9,1958,188,Average
35.43,76.35,1777,74,Bad
21.88,78.16,789,180,Bad
22.04,83.93,482,109,Bad
27.5,81.53,1092,83,Good
28.9,41.51,959,102,Good
30.55,79.55,1821,138,Good
29.73,65.02,1478,157,Good
29.07,40.19,1199,128,Good
27.03,80.03,1845,181,Average
27.97,65.25,403,175,Average
24.43,59.54,613,105,Average
30.75,62.61,1250,87,Excellent
23.71,89.39,742,171,Bad
35.6,52.39,1034,197,Average
28.43,46.8,1628,54,Average
22.42,72.81,943,129,Good
22.71,66.54,773,90,Average
24.86,76.68,897,109,Average
30.19,51.81,1414,99,Excellent
29.19,66.86,217,88,Good
39.93,65.29,1477,118,Good
20.9,58.22,1931,104,Good
21.69,79.18,386,74,Bad
35.7,68.51,1487,84,Good
36.83,70.03,651,97,Average
35.77,77.55,711,93,Bad
25.16,63.11,1325,137,Excellent
27.55,55.85,891,151,Good
24.29,57.14,414,84,Average
28.7,65.25,1637,120,Excellent
22.52,70.29,393,179,Bad
38.53,73.01,926,71,Average
20.27,69.92,1400,179,Average
33.67,80.21,1398,141,Average
30.13,45.11,1386,80,Good
32.33,58.92,972,119,Good
23.32,77.75,254,85,Bad
36.48,81.69,989,53,Bad
36.25,80.61,217,160,Bad
38.75,44.99,854,111,Average
28.42,73.82,807,175,Good
29.88,45.78,739,161,Bad
35.96,86.12,1193,182,Bad
37.35,47.06,1397,139,Average
22.89,67.03,538,139,Average
24.78,84.51,1842,71,Bad
31.16,51.08,1872,102,Excellent
22.43,83.15,1684,55,Bad
29.16,82.71,1032,191,Average
36.33,66.35,1218,99,Good
36.28,52.86,1135,95,Good
32.08,87.53,1848,104,Average
39.85,54.72,1302,185,Average
38.25,64.44,1721,53,Average
35.95,45.63,864,172,Bad
31.98,78.96,500,78,Bad
38.47,49.2,1527,161,Bad
23.44,77.11,1635,165,Bad
24.85,63.09,1839,123,Good
27.09,83.51,598,177,Bad
21.26,41.52,1466,170,Bad
37.53,86.2,1009,133,Average
32.55,50.62,1202,64,Average
25.22,85.38,523,79,Bad
34.64,55.23,1557,136,Good
35.64,52.01,1030,142,Good
36.49,48.43,1217,85,Average
35.29,66.05,1410,130,Good
32.89,76.22,1747,119,Average
22.26,77.57,1231,146,Average
22.53,48.03,1311,77,Bad
26.99,53.84,1012,192,Good
35.26,42.39,1897,166,Bad
21.02,55.91,536,190,Bad
28.42,71.79,848,174,Good
28.79,85.08,798,186,Bad
20.13,83.81,1425,131,Average
31.27,88.74,1992,178,Average
23.46,44.92,1910,86,Average
38.83,42.89,673,78,Bad
22.9,73.67,1140,112,Good
39.46,66.52,1898,94,Good
34.4,68.07,1800,58,Average
35.56,66.67,429,190,Bad
36.04,65.86,508,175,Bad
23.77,78.95,1264,156,Bad
32.25,57.14,1744,75,Average
27.65,80.1,1049,137,Good
39.58,66.21,410,54,Bad
33.17,71.17,1186,134,Good
27.76,84.17,1530,69,Average
29.73,89.01,1471,50,Average
32.2,68.24,529,152,Bad
38.92,64.24,831,188,Average
32.87,55.47,350,65,Bad
22.36,41.89,1331,185,Bad
28.61,61.9,1453,132,Excellent
38.41,46.18,218,92,Bad
28.35,47.7,846,198,Average
25.79,79.34,342,198,Bad
26.04,44.16,648,50,Bad
26.03,83.03,414,57,Bad
20.45,84.91,1724,162,Bad
26.33,86.41,1770,179,Average
39.67,48.38,689,194,Bad
33.32,68.88,446,116,Average
39.17,43.6,857,80,Average
39.88,58.13,1326,136,Good
30.64,61.07,1985,81,Excellent
27.58,42.28,936,130,Good
33.8,44.42,214,183,Bad
36.38,83.4,871,138,Average
23.68,67.94,1769,187,Average
28.76,76.36,1090,168,Average
30.34,89.22,1150,85,Good
27.43,69.76,1868,126,Excellent
32.62,58.24,1779,104,Good
29.95,77.08,1172,111,Good
31.86,42.55,540,179,Bad
30.39,69.65,1669,104,Excellent
39.91,57.93,1705,82,Good
26.55,78.48,1471,168,Average
30.22,47.7,1553,87,Good
25.61,56.95,601,164,Average
31.52,64.55,1563,71,Good
35.44,49.31,206,115,Bad
32.27,73.53,1475,89,Good
25.18,61.33,967,84,Excellent
33.84,68.77,612,88,Average
38.01,87.64,406,73,Bad
34.76,69.5,448,97,Average
28.81,48.09,1632,188,Average
36.74,68.79,1481,126,Good
37.93,63.49,1001,62,Average
24.39,65.06,1999,72,Average
26.77,89.82,1804,103,Good
39.0,82.71,1068,149,Average
23.09,52.86,1029,107,Good
39.84,72.98,555,188,Bad
36.55,73.18,1860,88,Good
23.02,88.72,1146,114,Average
38.94,77.29,867,51,Bad
22.14,76.29,1961,151,Bad
31.73,45.87,1009,77,Average
35.52,41.15,872,124,Average
22.46,45.14,799,143,Bad
20.13,44.46,1061,80,Average
36.38,50.96,862,97,Good
36.86,69.65,670,184,Bad
28.61,78.27,1784,161,Average
21.54,66.61,364,120,Average
25.84,78.26,1158,187,Average
38.62,82.42,1237,118,Average
25.87,49.82,1363,83,Good
20.51,42.67,467,100,Bad
28.42,89.95,940,182,Average
32.79,54.16,762,107,Average
27.36,81.52,1284,79,Average
39.85,83.64,1985,120,Average
32.12,42.49,386,119,Bad
32.06,71.46,1074,55,Average
34.74,71.94,1184,146,Good
25.15,88.87,1070,180,Average
29.34,78.22,603,135,Average
22.25,50.84,1018,190,Average
34.6,63.26,1658,101,Good
36.38,78.73,919,157,Bad
38.24,45.79,1417,108,Average
39.7,88.72,209,96,Bad
27.06,89.44,987,128,Good
34.71,43.03,1446,163,Bad
36.8,40.54,520,92,Bad
34.82,48.54,685,174,Bad
37.43,45.37,306,53,Bad
34.76,70.34,1053,192,Average
38.0,86.97,475,194,Bad
38.85,65.7,670,67,Bad
20.93,79.57,970,159,Bad
23.95,40.16,1786,92,Average
22.33,69.18,1126,193,Average
30.32,73.4,398,134,Good
35.59,74.42,1093,190,Average
21.34,67.93,359,105,Average
36.33,73.04,982,73,Average
36.01,55.61,820,81,Good
26.73,81.48,1705,157,Average
25.09,64.17,997,189,Good
36.45,86.09,1447,113,Average
34.2,56.02,742,122,Average
23.1,46.34,1298,157,Bad
21.76,77.0,407,173,Bad
39.39,57.85,1052,59,Average
28.49,58.61,583,98,Good
35.56,48.77,630,191,Bad
24.91,57.75,424,99,Average
35.81,85.76,1044,52,Bad
37.38,55.47,1750,59,Average
22.53,49.12,575,184,Bad
26.04,73.48,1055,99,Excellent
37.63,44.29,483,137,Bad
31.82,40.68,1847,141,Good
32.76,56.21,364,128,Average
38.24,81.93,930,137,Average
39.52,48.11,602,132,Bad
22.84,87.95,729,168,Bad
23.9,48.36,267,170,Bad
20.99,46.05,1195,195,Bad
20.55,59.21,675,120,Average
20.44,72.21,887,144,Good
30.66,71.41,1993,104,Excellent
23.22,46.65,751,103,Bad
24.27,71.3,1368,74,Average
30.77,76.8,822,107,Good
33.15,68.94,699,197,Bad
30.64,86.28,866,127,Good
31.35,41.9,1559,121,Good
33.6,80.13,293,180,Bad
26.9,45.94,1684,114,Good
28.76,43.34,1616,141,Good
38.73,87.68,453,63,Bad
38.73,46.9,210,52,Bad
39.31,64.25,1270,109,Good
27.68,43.81,1334,112,Good
26.21,89.82,335,97,Average
36.75,64.82,526,135,Average
39.18,66.36,374,92,Average
39.24,46.66,547,53,Bad
38.54,53.4,395,146,Average
32.32,59.24,1027,74,Average
38.04,54.18,1465,53,Average
36.02,53.72,1411,57,Average
34.38,77.39,726,168,Bad
31.58,63.41,1202,96,Excellent
30.51,84.84,1811,187,Average
23.74,64.05,1868,185,Average
22.66,57.26,586,80,Average
35.78,66.63,1736,109,Good
34.1,88.0,1977,62,Bad
28.09,67.39,649,146,Good
33.5,70.55,1503,134,Good
29.41,55.64,735,87,Good
29.4,67.88,1704,69,Good
25.73,52.05,1971,52,Good
27.31,49.77,962,145,Good
24.33,42.71,687,132,Bad
22.34,65.26,1136,103,Good
37.94,43.09,755,196,Bad
29.82,49.14,1774,75,Average
39.97,88.05,940,165,Bad
24.87,86.53,1145,162,Bad
32.31,72.81,1533,109,Good
30.22,79.42,1455,123,Good
36.95,42.03,1922,102,Average
28.09,51.55,597,103,Good
36.41,77.55,668,168,Bad
32.26,56.01,252,70,Bad
30.94,86.19,1254,145,Good
26.59,71.23,1493,74,Good
29.08,58.51,309,131,Good
37.55,73.43,1905,117,Good
28.78,86.26,1312,189,Average
22.26,82.91,1884,100,Average
23.94,51.89,717,132,Average
20.08,59.38,431,55,Bad
35.9,50.66,1168,106,Good
35.39,69.73,1053,131,Good
20.27,76.44,945,108,Average
21.9,68.83,1922,107,Good
31.62,68.85,210,112,Good
27.42,54.45,385,184,Average
24.62,69.39,486,194,Bad
29.81,44.16,1801,150,Good
22.8,54.59,1917,108,Good
32.74,56.64,488,87,Average
23.7,84.74,412,62,Bad
33.22,84.58,954,54,Bad
22.34,66.95,1210,121,Good
34.82,40.82,1860,115,Average
22.77,89.18,1965,138,Average
29.09,42.55,1133,195,Average
34.72,70.53,1037,161,Average
38.91,52.87,1841,79,Average
34.63,82.59,1277,141,Average
35.54,59.47,657,180,Bad
39.74,59.33,644,123,Average
28.93,71.8,1253,67,Good
31.22,86.46,1889,103,Good
29.56,86.5,670,150,Average
31.6,89.07,1345,173,Average
23.88,76.5,652,50,Bad
34.01,51.34,1106,71,Average
26.3,88.2,1983,159,Average
30.11,87.01,1320,58,Average
26.01,42.57,250,129,Average
28.71,55.16,292,55,Average
21.64,48.39,419,197,Bad
33.83,74.36,509,62,Bad
38.35,78.97,1743,167,Bad
20.3,44.98,908,194,Bad
36.39,66.19,1656,166,Average
28.64,85.32,1936,124,Good
25.55,64.91,1771,96,Excellent
31.34,71.21,1835,182,Good
27.42,55.02,1542,155,Good
23.85,89.85,799,75,Bad
20.36,55.5,779,190,Bad
30.68,73.59,1492,161,Good
26.51,55.25,1430,109,Excellent
38.91,77.41,562,158,Bad
28.77,42.42,572,186,Bad
26.78,79.76,1749,105,Good
24.59,76.01,1767,107,Average
38.01,82.32,669,131,Bad
37.09,73.02,297,143,Average
37.51,61.5,1283,125,Good
22.66,78.9,1455,92,Average
22.08,84.66,519,93,Bad
23.25,73.98,1370,170,Average
24.65,88.85,397,114,Bad
28.19,81.21,1376,192,Average
28.38,63.71,1107,192,Good
33.25,42.3,822,175,Bad
29.93,58.15,1905,153,Good
24.23,62.91,510,147,Average
36.15,79.19,1528,143,Average
24.11,59.41,1413,157,Average
20.77,70.93,1035,119,Good
33.9,89.6,1988,171,Bad
23.66,70.43,962,104,Good
37.88,52.54,778,77,Bad
25.75,55.34,525,70,Average
23.42,73.66,1441,100,Good
29.49,73.03,293,129,Good
34.66,69.33,361,121,Average
37.98,62.69,1690,187,Average
24.9,59.86,1560,141,Good
31.99,87.24,1236,131,Good
31.23,52.83,724,82,Good
33.75,87.0,894,128,Average
25.86,80.44,576,108,Average
28.37,88.76,1313,115,Good
36.24,77.01,1597,142,Average
21.97,78.81,555,58,Bad
39.45,75.46,1343,132,Average
33.27,43.93,1142,67,Bad
22.01,53.71,471,192,Bad
26.6,81.61,1136,182,Average
34.42,66.07,1097,69,Average
39.82,71.29,1930,84,Good
36.22,53.01,536,186,Bad
31.46,56.39,1944,152,Good
24.59,50.45,1791,142,Good
28.87,50.9,1425,145,Excellent
24.63,89.21,800,176,Bad
36.47,53.35,1422,158,Average
32.17,82.55,1065,181,Bad
27.26,80.27,291,80,Average
35.42,74.56,1264,173,Average
35.87,78.87,1181,58,Bad
21.25,51.72,1707,50,Average
29.42,83.7,1121,64,Average
27.57,49.45,271,180,Bad
22.92,82.09,1204,77,Bad
27.68,41.5,621,133,Average
24.55,42.69,1765,115,Average
32.1,63.04,1215,59,Average
21.75,60.54,1927,136,Good
39.49,49.91,1711,129,Average
38.97,41.91,658,81,Bad
22.21,64.14,1884,104,Good
23.76,68.76,1325,60,Average
34.89,41.91,748,189,Bad
26.61,54.99,1173,173,Good
21.74,65.27,1494,53,Average
27.71,72.77,270,154,Average
36.56,77.83,733,86,Bad
21.84,58.31,1528,178,Average
31.28,52.12,1385,188,Good
36.95,53.92,1124,100,Good
34.2,51.13,626,115,Average
27.99,51.76,1712,199,Good
36.43,74.4,347,165,Bad
22.46,68.52,602,50,Bad
35.56,62.32,820,160,Average
25.45,48.35,1650,126,Good
23.62,51.03,1719,188,Average
29.05,45.34,422,98,Average
31.08,45.27,486,146,Average
27.95,70.01,327,158,Average
34.83,75.46,1405,76,Bad
28.16,79.68,1282,178,Average
27.66,77.91,859,53,Average
21.96,82.71,320,118,Bad
33.6,69.46,773,196,Bad
36.74,77.24,392,183,Bad
28.41,85.46,661,122,Average
31.95,65.1,640,120,Good
38.42,70.63,844,173,Average
32.89,56.7,498,65,Bad
26.77,65.53,996,162,Good
30.3,56.42,281,74,Average
28.78,61.75,1994,81,Excellent
31.1,68.73,555,140,Good
33.27,52.32,1996,139,Good
37.48,56.82,1145,69,Average
35.07,71.32,248,146,Average
29.7,47.39,1605,134,Good
30.15,80.72,668,88,Average
37.56,85.54,936,62,Bad
37.73,72.57,297,52,Bad
29.52,54.95,1697,167,Good
31.63,73.27,768,99,Good
30.96,45.92,780,146,Average
31.98,53.03,1071,119,Excellent
39.32,58.21,1054,186,Average
28.76,62.6,912,97,Excellent
36.5,51.29,382,67,Bad
36.88,68.93,640,142,Average
38.04,84.34,1283,92,Average
21.55,80.65,1903,105,Average
27.18,50.86,779,164,Average
20.72,81.71,645,99,Bad
35.45,48.1,1163,158,Bad
21.85,48.83,920,144,Average
35.5,74.45,467,166,Bad
29.37,62.65,1875,165,Good
30.4,45.23,307,61,Bad
22.13,42.7,275,111,Bad
39.41,78.37,1711,138,Average
28.83,76.67,1400,120,Good
28.1,74.44,1775,67,Good
22.92,61.94,371,132,Average
37.4,42.71,1419,178,Bad
26.49,87.12,824,146,Good
23.7,50.72,763,159,Bad
21.27,74.24,485,165,Bad
31.97,88.3,1539,108,Good
25.82,62.87,1648,155,Good
39.74,46.77,581,127,Bad
24.69,46.79,324,97,Bad
29.26,89.72,302,80,Average
22.0,40.77,1917,154,Bad
27.81,80.75,299,52,Bad
25.64,48.12,1617,157,Average
33.88,87.07,1686,159,Bad
20.39,52.23,1116,80,Good
25.89,69.32,875,188,Good
23.89,51.73,1219,98,Good
29.88,56.17,1559,134,Excellent
35.24,46.65,1858,148,Average
24.26,58.73,1577,118,Good
26.28,73.03,411,82,Good
20.03,41.3,1402,178,Bad
31.39,63.69,821,74,Good
22.2,75.42,290,132,Bad
24.08,56.62,827,170,Average
27.26,62.94,264,170,Average
38.17,49.1,1893,177,Bad
20.02,55.52,398,95,Average
22.24,70.14,1196,91,Good
22.99,40.79,673,115,Bad
25.02,82.51,1199,172,Average
21.98,70.5,402,163,Bad
23.18,83.44,537,184,Bad
35.77,47.28,1766,58,Bad
29.47,71.18,570,139,Good
36.23,67.24,1781,175,Average
24.46,47.65,617,161,Bad
24.6,60.6,1688,66,Average
39.22,87.85,546,104,Bad
27.53,44.79,1389,91,Good
32.0,60.44,489,74,Average
31.67,43.42,869,152,Average
25.31,87.39,1420,169,Average
34.82,87.63,368,180,Bad
26.05,52.46,1120,54,Good
24.55,55.39,1775,87,Good
21.94,71.11,242,140,Average
23.98,86.11,393,74,Bad
23.24,49.57,626,95,Bad
38.92,41.09,1772,189,Bad
38.47,58.11,808,68,Average
27.55,86.95,1011,198,Average
35.59,52.14,793,53,Bad
22.99,84.69,672,74,Bad
30.86,82.1,1917,96,Good
26.73,56.29,532,193,Average
29.78,50.19,1640,141,Excellent
20.83,58.97,1928,171,Average
23.27,89.21,886,123,Average
24.43,64.64,400,153,Bad
34.62,79.04,763,71,Bad
38.19,80.51,211,141,Bad
29.44,87.97,1549,57,Average
23.11,41.67,1389,131,Average
20.59,70.74,680,107,Average
35.13,60.03,1188,135,Good
20.8,61.29,917,176,Average
29.58,61.28,1574,65,Good
33.85,89.36,1243,111,Average
23.02,53.57,1475,180,Average
27.06,59.81,1865,178,Good
22.92,60.4,1886,196,Average
35.92,49.41,1457,123,Average
26.24,67.21,1217,151,Good
22.26,86.06,1210,126,Average
33.59,51.8,1761,132,Good
22.42,78.81,666,150,Bad
23.99,66.45,721,140,Average
23.48,66.98,1608,90,Good
35.43,61.96,1984,96,Good
23.92,84.31,666,106,Bad
27.49,74.57,1324,197,Good
26.84,51.07,471,143,Good
29.33,57.67,1089,181,Good
37.02,52.29,1612,153,Average
21.68,78.21,1762,62,Bad
27.59,70.94,1970,146,Excellent
35.46,59.63,523,119,Average
38.43,60.78,1654,124,Good
38.0,61.43,952,189,Average
28.65,50.18,743,96,Good
21.95,74.82,1098,136,Good
29.76,43.16,350,185,Bad
22.42,74.87,1248,175,Average
27.75,55.73,765,130,Good
26.17,70.3,361,168,Average
25.62,73.25,1604,56,Good
27.59,84.58,1513,79,Average
30.71,42.42,1884,129,Good
35.86,56.39,338,195,Bad
38.07,72.32,1975,186,Average
29.3,48.94,1819,78,Average
37.99,86.86,472,112,Bad
29.72,48.48,1795,132,Good
25.83,69.68,1824,125,Excellent
27.09,72.43,1905,53,Good
22.85,44.16,1453,185,Bad
36.04,47.97,1711,183,Bad
25.68,59.13,1367,189,Good
28.64,44.62,578,98,Average
32.39,66.06,611,52,Bad
38.84,47.4,1289,196,Bad
25.05,65.77,1427,85,Excellent
27.27,60.21,1391,58,Good
33.29,46.7,717,89,Bad
23.32,40.04,514,52,Bad
24.1,77.67,1417,189,Bad
30.61,59.61,730,153,Average
34.1,80.86,1510,161,Bad
29.83,50.54,623,197,Average
21.08,67.06,549,92,Average
29.29,80.96,1660,119,Good
32.29,61.61,926,52,Average
34.93,63.07,1733,62,Average
24.44,54.0,607,95,Average
37.8,66.22,1563,164,Average
36.63,68.29,1556,98,Good
27.91,75.07,766,81,Average
22.09,59.75,860,124,Good
28.93,54.49,1737,89,Excellent
24.06,65.86,757,181,Bad
33.75,78.07,1175,174,Bad
29.72,71.31,623,175,Average
33.33,61.91,331,132,Average
37.6,84.88,1598,197,Bad
29.32,41.14,1767,84,Good
29.25,67.67,687,160,Average
20.57,81.65,974,149,Average
34.31,78.95,1305,126,Average
23.22,76.51,1103,106,Average
20.6,48.4,1242,111,Average
30.25,62.77,1438,113,Excellent
29.16,52.75,1634,89,Excellent
40.0,81.92,338,152,Bad
22.17,84.33,1666,178,Bad
36.39,82.95,1610,184,Bad
38.62,77.18,1267,53,Bad
37.7,60.96,820,166,Average
37.11,74.39,1773,79,Average
26.8,84.84,1920,116,Good
